index,cluster,psnr_standard,psnr_optimized,bpp_standard,bpp_optimized,bpp_uncompressed,ssim_standard,ssim_optimized
943,1,39.08964638,39.27985615,1.118453979,1.131221771,8,0.961453362,0.961910625
944,5,39.01284243,40.65206452,1.163612366,1.454624176,8,0.965809031,0.975289465
945,0,38.84257087,39.52919943,1.206703186,1.407730103,8,0.967791442,0.970701988
946,4,39.49003607,39.43133401,1.055328369,1.058589935,8,0.959586306,0.959736456
947,7,38.92959838,39.68106355,1.083347321,1.2069664,8,0.960475721,0.966383177
948,0,38.29454026,39.05628921,1.280231476,1.507850647,8,0.968140195,0.972262768
949,0,40.23365477,40.59838266,0.899730682,1.018558502,8,0.95790293,0.959171562
950,0,38.97157484,39.64705451,1.212924957,1.415512085,8,0.969515311,0.972595299
951,0,39.02158942,39.6021528,1.122505188,1.316684723,8,0.961296976,0.965329516
952,4,39.32804527,39.24328604,1.169689178,1.171936035,8,0.968367413,0.967366812
953,1,38.98453425,39.1165066,1.186786652,1.201408386,8,0.967097104,0.968031657
954,4,39.24003814,39.18993837,1.183921814,1.186416626,8,0.968289223,0.967523213
955,1,39.34054099,39.47935823,1.117034912,1.129096985,8,0.966001045,0.972253479
956,0,38.60268097,39.31985526,1.191188812,1.401321411,8,0.964138943,0.968074339
957,0,38.51056139,39.22774469,1.235622406,1.453250885,8,0.96638645,0.970225845
958,1,38.16027672,38.28874996,1.236858368,1.256362915,8,0.959143672,0.960049955
959,1,38.38419699,38.50573105,1.092041016,1.107219696,8,0.950242504,0.950992515
960,5,39.25961361,40.77715826,1.115322113,1.403343201,8,0.961236223,0.972236896
961,0,39.47836848,39.99856675,1.115196228,1.263553619,8,0.966748206,0.96945619
962,1,39.07475136,39.15222986,1.183353424,1.190986633,8,0.971286204,0.971311187
963,1,39.59870887,39.68501652,1.111869812,1.116664886,8,0.971224827,0.971267828
964,4,38.66213923,38.72238676,1.236904144,1.252536774,8,0.969436162,0.969131492
965,1,39.29030933,39.36763147,1.164924622,1.175235748,8,0.970313018,0.970439682
966,1,39.98936418,40.06332716,0.980583191,0.979534149,8,0.968217592,0.968722901
967,0,39.52694598,39.9910877,1.108673096,1.2878685,8,0.966968891,0.969713179
968,0,39.79446641,40.2321924,0.930171967,1.078887939,8,0.950471221,0.953609729
969,0,39.54046134,40.05274069,0.978843689,1.140300751,8,0.952469338,0.956153476
970,0,39.26324171,39.79090788,0.99230957,1.157478333,8,0.950567552,0.954605243
971,0,39.31730285,39.87506022,1.029640198,1.196956635,8,0.954407037,0.958284182
972,0,39.3197093,39.8671976,1.023841858,1.193965912,8,0.954471904,0.958131608
973,0,39.09184515,39.6441123,1.044807434,1.220928192,8,0.953021853,0.95684816
974,0,39.1656775,39.75504377,1.041999817,1.210849762,8,0.953837578,0.957865476
975,0,39.03213766,39.72778351,1.157772064,1.355178833,8,0.966090421,0.969021647
976,0,38.88310771,39.57382281,1.221435547,1.427810669,8,0.969095248,0.972178237
977,0,39.94145163,40.45991731,0.978256226,1.136234283,8,0.960799408,0.963982346
978,1,40.05167831,40.16940915,0.930202484,0.933998108,8,0.957871222,0.961274311
979,1,39.3295122,39.43830418,1.058509827,1.066703796,8,0.961429404,0.962230694
980,1,38.96010356,39.05296099,1.188453674,1.202823639,8,0.96673189,0.967222523
981,0,40.1063664,40.79541796,0.956871033,1.114006042,8,0.959401049,0.970667785
982,0,39.58249728,40.10327873,1.105407715,1.291130066,8,0.967249514,0.96985662
983,1,39.41062828,39.48116883,1.111186981,1.119907379,8,0.963696098,0.963947399
984,0,39.22807102,39.80775465,1.177200317,1.373813629,8,0.967995521,0.971106377
985,1,39.19893328,39.28446697,1.08493042,1.097114563,8,0.958048669,0.958558378
986,1,39.43462533,39.54351304,0.987602234,0.992614746,8,0.955726709,0.956028334
987,1,39.36213297,39.47942829,1.049804688,1.065879822,8,0.955543453,0.958353118
988,7,39.84448133,40.55924122,0.932353973,1.041454315,8,0.959504989,0.965428917
989,0,39.70345992,40.42471194,0.963291168,1.159442902,8,0.954931996,0.964112713
990,0,39.13413947,39.6731282,1.046104431,1.21648407,8,0.957920491,0.961089997
991,0,39.110831,39.73560368,1.183135986,1.378520966,8,0.969435313,0.972263788
992,0,39.26515585,39.82448106,1.171630859,1.365913391,8,0.966847448,0.969996339
993,0,39.54219901,40.06934195,1.106502533,1.287509918,8,0.962940854,0.966358727
994,1,39.49650441,39.58871554,1.031101227,1.035682678,8,0.961615402,0.961903537
995,1,39.2470976,39.33198441,1.030044556,1.041248322,8,0.95612367,0.956580384
996,1,39.31520891,39.42993059,0.982307434,0.990299225,8,0.952887971,0.953315114
997,1,39.67961731,39.79978899,0.983795166,0.996730804,8,0.951514698,0.954400509
998,5,40.88921164,43.74544216,0.802318573,0.812961578,8,0.960008608,0.979992028
999,5,41.06182286,44.7613113,0.789035797,0.819103241,8,0.971189339,0.986493249
1000,0,36.17314722,41.23169598,1.145469666,1.145206451,8,0.931780696,0.972860261
1001,5,34.80909136,35.3972439,1.001174927,1.2927742,8,0.890665236,0.910415852
1002,0,34.63551799,37.95504886,1.381320953,1.453365326,8,0.936590074,0.974130668
1003,0,35.00669811,39.33798734,1.443744659,1.513442993,8,0.947715641,0.980561392
1004,5,36.17083301,38.54421161,1.163730621,1.233329773,8,0.955072184,0.978934053
1005,0,32.7788808,35.70667101,1.86031723,1.981433868,8,0.94361968,0.976869768
1006,6,37.93379276,40.69612692,0.826854706,0.825698853,8,0.949645067,0.973935224
1007,0,37.39970789,42.34816698,1.103191376,1.103340149,8,0.946720642,0.978079164
1008,0,33.96657272,37.43678569,1.591968536,1.652240753,8,0.943564524,0.9771359
1009,0,32.94103344,37.50646314,1.821147919,1.929225922,8,0.916009751,0.971878124
1010,4,32.97744885,34.23762089,1.848464966,1.819252014,8,0.931668868,0.952791151
1011,5,39.91534779,41.6732069,0.73046875,0.765346527,8,0.973215485,0.985212525
1012,1,32.10302452,32.57345605,2.080173492,2.007701874,8,0.916683057,0.928794632
1013,0,30.86984905,32.83062039,2.537139893,2.748622894,8,0.909303566,0.961457165
1014,0,33.4559309,36.75898073,1.574771881,1.697563171,8,0.935943288,0.977808712
1015,0,35.0447723,39.6354452,1.433582306,1.456256866,8,0.935346325,0.972280005
1016,5,38.88525755,42.99533294,0.984760284,1.026035309,8,0.950118441,0.979409337
1017,0,32.17720885,34.98125696,2.018341064,2.156833649,8,0.921008495,0.968124758
1018,5,36.51241197,39.45989398,1.200908661,1.269355774,8,0.94599463,0.974259616
1019,0,33.24084134,35.80569557,1.605903625,1.730052948,8,0.929773441,0.972221626
1020,1,34.17160188,35.0409334,1.675430298,1.593353271,8,0.931968639,0.9414908
1021,0,38.37700062,42.80792168,0.976673126,0.976863861,8,0.954600032,0.979757801
1022,0,33.24084134,35.80569557,1.605903625,1.730052948,8,0.929773441,0.972221626
1023,0,34.92029982,38.70072433,1.435897827,1.479705811,8,0.949881938,0.979650261
1024,0,33.78159842,36.45405101,1.555099487,1.664710999,8,0.955549493,0.981992648
1025,5,36.51241197,39.45989398,1.200908661,1.269355774,8,0.94599463,0.974259616
1026,0,36.47541452,39.6844455,1.028274536,1.066390991,8,0.962593055,0.982896315
1027,1,32.52034125,33.15194762,1.861778259,1.744163513,8,0.916569417,0.922960681
1028,0,33.48232852,36.89245935,1.537097931,1.616657257,8,0.929049607,0.971105255
1029,0,33.52073935,35.67141809,1.577095032,1.660457611,8,0.939762504,0.973529851
1030,3,35.25606731,36.79331419,1.131637573,1.182666779,8,0.945678298,0.968535193
1031,0,34.37638627,38.03239728,1.390670776,1.427783966,8,0.926518191,0.968389017
1032,0,33.32489237,36.70019509,1.653102875,1.76026535,8,0.929251458,0.973537229
1033,0,32.304018,34.20414383,1.950180054,2.08556366,8,0.931714439,0.968204742
1034,5,35.05745224,36.3627157,1.267845154,1.331390381,8,0.950881527,0.969599485
1035,0,33.9430589,38.13057333,1.665336609,1.747997284,8,0.933068667,0.976344129
1036,5,36.34209346,38.90761308,1.238960266,1.306812286,8,0.953309919,0.977335993
1037,5,35.69989964,38.33115711,1.338634491,1.412204742,8,0.93975107,0.972583334
1038,1,32.99617648,33.75779674,1.947792053,1.8543396,8,0.934081645,0.942536178
1039,0,33.24084134,35.80569557,1.605903625,1.730052948,8,0.929773441,0.972221626
1040,0,37.10415229,40.67513498,0.974880219,1.004768372,8,0.950910398,0.978461429
1041,0,38.93453748,42.63112118,1.037601471,1.028762817,8,0.954305612,0.976781142
1042,0,35.90379544,41.07131382,1.309566498,1.317062378,8,0.943977382,0.978121082
1043,0,32.41504005,34.72190346,2.003959656,2.170558929,8,0.936222092,0.971902625
1044,1,32.73504446,33.29052958,1.820732117,1.691444397,8,0.934018189,0.939580542
1045,1,30.94791853,31.01815002,2.250240326,2.311897278,8,0.899113256,0.903278465
1046,0,32.2052355,34.95214696,1.891166687,2.006923676,8,0.916764021,0.965645246
1047,0,32.32158794,35.37212448,1.926891327,2.056362152,8,0.917584043,0.97018102
1048,5,35.94478328,38.29237143,1.049907684,1.098552704,8,0.919046227,0.957946022
1049,5,33.82137419,35.42596695,1.665054321,1.76676178,8,0.933851271,0.966048901
1050,1,30.42027008,30.81230677,2.752044678,2.566246033,8,0.909918078,0.918272743
1051,0,37.89529201,42.13913057,1.053863525,1.017108917,8,0.962787907,0.980378141
1052,0,32.46736994,35.89021933,2.013561249,2.136142731,8,0.926917724,0.97331621
1053,0,36.95906885,41.68394666,1.189826965,1.22070694,8,0.946613275,0.978784459
1054,0,36.39675285,39.86119953,1.032752991,1.083847046,8,0.963633015,0.983435601
1055,3,33.12648946,35.64964829,1.72700119,1.891113281,8,0.931857022,0.971133896
1056,0,33.52073935,35.67141809,1.577095032,1.660457611,8,0.939762504,0.973529851
1057,0,32.0708302,34.93774463,2.029064178,2.174678802,8,0.925355112,0.971536524
1058,0,35.82235765,39.24803816,1.065746307,1.127292633,8,0.962712777,0.985539701
1059,0,33.96657272,37.43678569,1.591968536,1.652240753,8,0.943564524,0.9771359
1060,7,36.42483315,38.22131652,1.15996933,1.120727539,8,0.932104518,0.955392375
1061,1,31.52842756,31.63129668,1.913768768,1.991558075,8,0.883392953,0.887352008
1062,0,35.0126258,35.77196908,1.148330688,1.48525238,8,0.910841891,0.929450852
1063,0,34.22573541,37.90906992,1.423995972,1.491588593,8,0.920446811,0.96690634
1064,0,33.30297448,36.49750122,1.670352936,1.826519012,8,0.941891116,0.978733365
1065,0,33.72374416,36.96777151,1.498722076,1.581703186,8,0.929201787,0.970786751
1066,0,32.96166123,33.6435343,1.420547485,1.869560242,8,0.881728439,0.908961444
1067,6,37.32222185,39.5604843,0.914485931,0.926544189,8,0.959832806,0.977719058
1068,5,35.69018259,38.01143545,1.180973053,1.252857208,8,0.942615326,0.969840758
1069,5,33.12432375,34.64741711,1.686092377,1.805831909,8,0.928329838,0.959035401
1070,6,41.53730811,43.86475093,0.58392334,0.570156097,8,0.983447508,0.989576922
1071,5,43.22989987,46.45339117,0.581558228,0.598964691,8,0.977076377,0.988334855
1072,6,38.94367335,42.32404893,0.811332703,0.811859131,8,0.961395429,0.981046001
1073,5,32.15677723,33.50481948,1.961742401,2.103622437,8,0.921152773,0.950659693
1074,1,32.28838047,32.6688338,1.935085297,1.854244232,8,0.944941364,0.952728539
1075,6,34.71239723,35.96637067,1.461444855,1.52223587,8,0.95543332,0.973718238
1076,0,33.60953422,35.88133358,1.692279816,1.778400421,8,0.945241341,0.974808005
1077,6,36.74285389,39.43709769,1.185359955,1.187877655,8,0.942351627,0.969798244
1078,0,32.14752341,34.84651464,2.110626221,2.253044128,8,0.931263608,0.971869956
1079,0,33.04177543,37.54513794,1.896064758,2.006259918,8,0.933599265,0.97760264
1080,0,35.77339369,41.16815544,1.301330566,1.33939743,8,0.945572019,0.979966702
1081,4,33.37168247,34.44320733,1.713031769,1.678905487,8,0.928224909,0.94709723
1082,0,32.85939871,36.10499486,1.799495697,1.870506287,8,0.926692523,0.968218786
1083,5,34.2245599,36.85742401,1.632335663,1.759654999,8,0.929624855,0.966508992
1084,6,38.30569559,40.61827741,0.957042694,0.93371582,8,0.959326228,0.976471282
1085,0,34.8078918,38.02903471,1.276851654,1.335067749,8,0.939983796,0.9758574
1086,1,30.84339084,31.50955743,2.506427765,2.379936218,8,0.916560105,0.928266574
1087,4,31.02955962,31.88065582,2.479740143,2.514221191,8,0.93177548,0.954295152
1088,0,33.54921693,38.56855628,1.759601593,1.856140137,8,0.939415795,0.981148138
1089,0,34.06191114,36.29211151,1.536243439,1.603492737,8,0.952570498,0.977374766
1090,0,37.8662935,42.42812146,0.915527344,0.921562195,8,0.958947548,0.981208069
1091,0,36.92991009,41.22752982,1.000766754,1.020240784,8,0.94613471,0.977932219
1092,6,37.32831166,40.19947743,0.984550476,0.966117859,8,0.935720507,0.965399489
1093,0,40.54015109,44.1243841,0.811016083,0.800205231,8,0.965888384,0.981796087
1094,0,35.77333592,40.5252313,1.240982056,1.286727905,8,0.94126214,0.978428768
1095,6,37.9509508,40.69310135,0.963157654,0.940711975,8,0.953936576,0.975005567
1096,0,41.83164884,45.40724578,0.627075195,0.590221405,8,0.977916415,0.986540461
1097,0,36.01278055,41.53047475,1.316383362,1.373340607,8,0.95987792,0.986028943
1098,0,32.56216693,35.47944783,1.931453705,2.039463043,8,0.920729431,0.970696852
1099,0,34.21161668,38.19086323,1.56042099,1.624881744,8,0.93662249,0.976298752
1100,4,30.91543858,31.94074709,2.391036987,2.393260956,8,0.902820761,0.935679478
1101,0,33.43299736,38.05980599,1.771274567,1.86164856,8,0.940751374,0.979739816
1102,0,32.56216693,35.47944783,1.931453705,2.039463043,8,0.920729431,0.970696852
1103,5,32.71589969,34.0027729,1.745716095,1.858081818,8,0.918640794,0.950487943
1104,0,32.52315983,35.83942894,1.827270508,1.949356079,8,0.927817199,0.97431381
1105,4,33.26303632,35.02795526,1.837127686,1.828723907,8,0.933435797,0.959530307
1106,4,31.48075848,32.92185102,2.173442841,2.172843933,8,0.911401831,0.944165459
1107,0,35.42110043,39.25331034,1.313652039,1.313465118,8,0.939163341,0.972085097
1108,0,33.75361035,37.2501298,1.662670135,1.733448029,8,0.919752484,0.967271136
1109,0,34.27022458,38.12333169,1.653419495,1.729301453,8,0.94931464,0.979538455
1110,0,34.16447401,37.06693335,1.41973114,1.504669189,8,0.931636854,0.970494512
1111,5,35.002879,36.75647368,1.270191193,1.347915649,8,0.955790158,0.974867614
1112,5,34.80181967,36.71832956,1.239658356,1.320789337,8,0.949710459,0.972355402
1113,0,33.68141402,39.67853117,1.570713043,1.696235657,8,0.9499976,0.986969573
1114,1,33.70093578,34.46300558,1.657772064,1.571941376,8,0.918735725,0.92836167
1115,0,34.97649363,38.12581649,1.392566681,1.443817139,8,0.944751208,0.977548327
1116,0,32.06251859,34.02248637,2.315795898,2.456390381,8,0.932863564,0.969379567
1117,0,36.90624983,40.87978552,1.047405243,1.076797485,8,0.952306975,0.979845505
1118,0,36.06335722,38.35176648,1.215187073,1.27923584,8,0.957976704,0.981203967
1119,1,31.46779255,32.02668376,2.348339081,2.217212677,8,0.913194541,0.923479755
1120,0,33.30608583,37.32938738,1.787395477,1.86566925,8,0.921104687,0.971714936
1121,5,40.65108469,42.85295279,0.685089111,0.708263397,8,0.969833957,0.983364212
1122,0,34.71263024,39.67077521,1.313476563,1.400238037,8,0.945052556,0.98298287
1123,0,34.44647086,38.94059199,1.338100433,1.409267426,8,0.940582828,0.979203401
1124,0,32.31705717,35.22059222,1.855751038,1.985012054,8,0.916777054,0.967589451
1125,0,33.24123415,36.36713956,1.743423462,1.849411011,8,0.931903237,0.973309577
1126,0,33.26117718,36.62090594,1.895236969,2.009685516,8,0.93968869,0.97659776
1127,0,33.14818301,38.08394567,1.599113464,1.690166473,8,0.921388011,0.977255624
1128,5,35.29827611,37.27403547,1.252845764,1.320655823,8,0.944001856,0.970031518
1129,0,30.73120346,32.75344061,2.846752167,3.150867462,8,0.930659929,0.972519419
1130,1,32.2159507,32.79685267,2.033412933,1.949806213,8,0.923112474,0.931450258
1131,5,34.61961348,36.21608533,1.329441071,1.408176422,8,0.94471842,0.967772832
1132,4,30.20471377,30.6885598,3.039234161,3.136817932,8,0.923881691,0.942629628
1133,5,33.1001334,34.94125807,1.872032166,2.004894257,8,0.934133345,0.964510773
1134,5,38.18611879,41.63881566,1.049133301,1.114059448,8,0.970181803,0.987331901
1135,5,32.96881269,34.59030673,2.04580307,2.169620514,8,0.93729531,0.968381537
1136,0,39.94754905,42.95467094,0.808311462,0.809005737,8,0.961103444,0.979995395
1137,0,38.4523762,42.26972666,0.983764648,0.959831238,8,0.95165004,0.974693793
1138,4,30.31363517,31.11715845,2.77041626,2.808094025,8,0.898960622,0.927860432
1139,1,33.07220962,33.74035064,1.824699402,1.735214233,8,0.932496794,0.940051373
1140,0,31.87546973,35.83112149,2.056545258,2.225944519,8,0.921101731,0.975130136
1141,0,33.34091166,36.48977603,1.670795441,1.819133759,8,0.941032452,0.978968466
1142,0,33.40246873,36.19963876,1.664150238,1.768539429,8,0.937920814,0.975122867
1143,0,32.61709873,36.33751962,1.892082214,2.016723633,8,0.929274709,0.975120366
1144,0,33.50716298,37.69736404,1.787475586,1.89358902,8,0.939991879,0.978885709
1145,1,31.86664066,32.32705376,2.159103394,2.02003479,8,0.93231843,0.939401969
1146,0,33.25179428,36.31331368,1.689697266,1.811885834,8,0.932924767,0.974965678
1147,0,35.44413729,39.54659212,1.265205383,1.28830719,8,0.940441102,0.974775558
1148,0,38.12562122,42.18691992,0.945381165,0.968063354,8,0.960104412,0.980096161
1149,0,31.76122231,35.289494,2.17893219,2.359981537,8,0.913793878,0.971320516
1150,0,37.48544885,42.19199843,1.063983917,1.063850403,8,0.95416996,0.978887476
1151,4,34.20686871,36.08871029,1.688106537,1.653728485,8,0.925360164,0.950303687
1152,1,31.50889239,32.0911904,2.29416275,2.163791656,8,0.913577292,0.922230553
1153,1,31.9657798,32.47255692,2.261032104,2.148468018,8,0.922935127,0.932562452
1154,0,34.03472756,36.80858992,1.547607422,1.612884521,8,0.928760587,0.971361168
1155,0,36.55631695,39.51484171,1.183921814,1.222797394,8,0.952272128,0.975739258
1156,1,33.35572714,34.02941249,1.763866425,1.675079346,8,0.921796664,0.930454536
1157,0,30.98077351,33.45745113,2.510276794,2.684745789,8,0.919203622,0.966638788
1158,1,30.81981124,31.23550346,2.730407715,2.556545258,8,0.926122598,0.934641699
1159,5,35.56487449,38.12491968,1.190525055,1.279972076,8,0.943637107,0.97311008
1160,1,29.99657549,30.33220468,3.208507538,3.092556,8,0.913309089,0.926754859
1161,4,32.58714022,34.08333441,1.994758606,2.003334045,8,0.940880243,0.964693952
1162,1,31.677103,32.22701192,2.307689667,2.175949097,8,0.916331479,0.925130644
1163,0,32.08290604,34.20105332,2.001903534,2.150619507,8,0.939312389,0.973288036
1164,0,33.53639624,36.54867527,1.666553497,1.72310257,8,0.941478118,0.973296497
1165,0,33.13334952,36.14939066,1.741760254,1.851734161,8,0.939732508,0.976046584
1166,0,33.90541943,38.01387961,1.473251343,1.563827515,8,0.937419422,0.978408846
1167,4,33.80314837,35.86258347,1.742649078,1.716079712,8,0.930164684,0.955753515
1168,4,32.30328529,34.04010534,1.900421143,1.899299622,8,0.909728702,0.947089449
1169,5,31.98510056,32.87132774,1.814880371,1.921127319,8,0.903091981,0.930963085
1170,1,31.49333093,31.91868854,2.314628601,2.175094604,8,0.928683603,0.93751797
1171,0,35.88353504,39.89525055,1.350254059,1.363929749,8,0.939733866,0.972487127
1172,4,30.82182322,32.30127618,2.460075378,2.472854614,8,0.892713037,0.936234849
1173,5,33.89682347,35.73452187,1.584621429,1.687637329,8,0.939072907,0.96755221
1174,0,34.24668223,39.14745575,1.317508698,1.402973175,8,0.927570907,0.977739485
1175,0,31.90128313,35.04909696,2.04882431,2.205734253,8,0.911704925,0.965967526
1176,0,34.80256638,37.05279454,1.332046509,1.465164185,8,0.951422732,0.979363132
1177,0,31.43360624,32.64634492,2.526203156,2.751274109,8,0.947793504,0.973464217
1178,0,31.64908771,34.68189743,2.138374329,2.29019928,8,0.910287866,0.970425765
1179,7,37.4510777,39.61749777,1.108283997,1.062507629,8,0.930679405,0.954804991
1180,0,36.69595931,40.70742861,1.082263947,1.119922638,8,0.953752847,0.980984679
1181,0,32.21423653,35.34926027,1.974731445,2.090995789,8,0.917914564,0.967236509
1182,0,34.63482982,37.68403738,1.405788422,1.453342438,8,0.941490035,0.974615054
1183,0,34.90034764,39.34132248,1.415611267,1.458843231,8,0.923576376,0.970814044
1184,0,37.61801211,41.95598547,1.059078217,1.066379547,8,0.957882377,0.980812582
1185,0,35.18648599,39.23495294,1.347610474,1.364341736,8,0.92938423,0.969728961
1186,0,31.64350039,33.99564806,2.232208252,2.394126892,8,0.923995036,0.968310168
1187,4,34.03277073,35.29166998,1.539115906,1.514148712,8,0.924483991,0.94704068
1188,0,36.34952386,40.69620168,1.174194336,1.187423706,8,0.947837758,0.976724395
1189,0,35.81723347,40.75298938,1.211597443,1.274085999,8,0.956500411,0.985502839
1190,0,35.24849603,39.78354747,1.208969116,1.259563446,8,0.936222396,0.977941529
1191,0,36.00425594,40.890891,1.559120178,1.60867691,8,0.952647816,0.980616543
1192,5,33.90198864,35.47463429,1.52929306,1.641483307,8,0.940327404,0.967574986
1193,4,30.38830053,31.35905458,2.73764801,2.777252197,8,0.911451695,0.941048307
1194,0,33.13455325,36.09472186,1.637588501,1.768367767,8,0.936901724,0.977234697
1195,0,33.86728458,37.89450588,1.489051819,1.610645294,8,0.94089292,0.981055483
1196,4,32.72021871,35.29102035,2.064983368,2.09563446,8,0.942322619,0.972058924
1197,0,35.25459591,40.20704384,1.31444931,1.354183197,8,0.935763202,0.97694305
1198,0,32.30377332,35.972067,1.974014282,2.097354889,8,0.918166279,0.970877903
1199,0,33.6851516,36.99284608,1.656162262,1.723861694,8,0.927912352,0.97027953
1200,4,31.97082825,32.22155661,1.900478363,2.034191132,8,0.91133688,0.920321769
1201,1,32.21986189,32.25198699,2.194087982,2.225124359,8,0.950773484,0.951561936
1202,3,33.59893679,34.19521892,1.562339783,1.881404877,8,0.93544838,0.949280374
1203,4,35.00546934,35.36057534,1.217346191,1.310756683,8,0.935453352,0.941559695
1204,1,37.2649582,37.32364685,1.271820068,1.281059265,8,0.968717808,0.968970736
1205,4,32.51296561,32.90051809,1.853961945,1.968315125,8,0.935790332,0.943621246
1206,1,35.91604596,35.94912888,1.062660217,1.075199127,8,0.940449803,0.940267905
1207,0,34.74233745,35.75734295,1.186962128,1.507320404,8,0.934806662,0.948666572
1208,1,32.79561822,32.81932326,1.686496735,1.733146667,8,0.92123763,0.922474327
1209,1,33.41750614,33.50866296,1.649124146,1.671165466,8,0.932619588,0.934086517
1210,4,33.16571878,33.59295455,1.620002747,1.723262787,8,0.926167503,0.935268164
1211,4,34.7165352,35.11611975,1.391307831,1.453495026,8,0.944189669,0.94899726
1212,4,31.54390574,31.78837798,2.22644043,2.375507355,8,0.930599251,0.93753841
1213,4,35.62514928,36.02546423,1.28314209,1.333900452,8,0.941822002,0.945613862
1214,0,32.63353368,33.57174532,1.799213409,2.262519836,8,0.922709711,0.943351326
1215,1,34.01704168,34.13710721,1.435894012,1.455112457,8,0.918339146,0.920361773
1216,1,37.49202948,37.60824919,1.119312286,1.094184875,8,0.96906601,0.969897366
1217,1,32.36032512,32.43717901,1.761802673,1.785266876,8,0.90159776,0.904276536
1218,5,36.43940629,37.31324241,0.992843628,1.245372772,8,0.938847966,0.951105384
1219,4,33.62123314,33.99061365,1.355945587,1.391853333,8,0.898200594,0.903854421
1220,1,37.50762697,37.57063566,1.005199432,0.995834351,8,0.96546302,0.965582935
1221,4,35.93189734,36.43658016,1.194587708,1.215858459,8,0.962614776,0.966396518
1222,1,37.20328901,37.31910524,1.151504517,1.136951447,8,0.966208645,0.966891195
1223,4,34.55062193,35.08268148,1.427619934,1.466434479,8,0.957271444,0.962292379
1224,1,38.64041121,38.7430303,0.90335083,0.896034241,8,0.965533716,0.966083019
1225,4,37.36518791,37.82317797,1.034210205,1.03836441,8,0.958605625,0.961608105
1226,4,35.73469171,36.20053413,1.269916534,1.279140472,8,0.95482084,0.958789994
1227,4,37.10590132,37.78102427,1.132343292,1.124351501,8,0.966430853,0.971310054
1228,4,35.90329051,36.30095563,1.192066193,1.202915192,8,0.945486508,0.949430026
1229,4,35.35652311,35.88357652,1.230876923,1.258659363,8,0.953159139,0.958502514
1230,6,35.71768899,36.22057567,1.050857544,1.254261017,8,0.96311014,0.969604615
1231,0,39.87483495,41.03723458,0.772563934,0.958465576,8,0.972887151,0.979723258
1232,1,38.22963358,38.36614879,1.049892426,1.028404236,8,0.967146868,0.967810983
1233,0,36.24046247,37.5639233,1.332229614,1.605361938,8,0.9645142,0.973697631
1234,3,37.27099809,38.13268934,0.997055054,1.207073212,8,0.954513584,0.964655725
1235,3,36.20382509,37.23640345,1.189838409,1.42622757,8,0.963009999,0.973612823
1236,0,35.29329708,36.5108361,1.147460938,1.453567505,8,0.954124175,0.965911018
1237,4,31.13869307,31.50031623,2.2514534,2.387794495,8,0.942129914,0.950274471
1238,1,34.87647387,35.06331477,1.480228424,1.447654724,8,0.959569466,0.961408516
1239,4,35.01618096,35.4725713,1.41078949,1.436286926,8,0.950875011,0.955955025
1240,4,33.97523354,34.36667448,1.516685486,1.545017242,8,0.939210303,0.944811848
1241,4,41.49870917,41.94507865,0.645217896,0.644874573,8,0.976517286,0.97860796
1242,4,39.51173495,39.8776083,0.831047058,0.827629089,8,0.96822317,0.970357719
1243,1,33.39014794,33.55720425,1.782558441,1.730396271,8,0.942410186,0.944737219
1244,4,35.44206643,35.95416426,1.448368073,1.466899872,8,0.962437737,0.965541154
1245,4,33.93445753,34.88486416,1.672363281,1.67175293,8,0.956702728,0.965072967
1246,4,32.80676333,33.74982368,1.964374542,1.972007751,8,0.960231057,0.969587108
1247,4,37.55015422,38.20482271,1.055404663,1.06987381,8,0.970930057,0.97455407
1248,5,38.84033475,39.96177946,0.867023468,1.056648254,8,0.964670203,0.973724697
1249,1,34.82496739,34.88999222,1.294124603,1.298858643,8,0.951658274,0.953021128
1250,1,34.21610549,34.27554216,1.381923676,1.387908936,8,0.947908187,0.94919795
1251,1,33.88423147,33.96235981,1.412410736,1.416622162,8,0.931657511,0.933221959
1252,1,36.43353171,36.59302469,1.194911957,1.164505005,8,0.95693992,0.958262543
1253,1,38.97601043,39.12176501,0.895202637,0.869762421,8,0.969816123,0.970688618
1254,1,38.25197122,38.3893933,1.018173218,0.995990753,8,0.968873355,0.969572644
1255,0,39.56334272,40.64644018,0.836898804,1.029964447,8,0.969748823,0.976782037
1256,1,36.3863345,36.55433901,1.182247162,1.149463654,8,0.95296531,0.954767383
1257,4,33.42883306,33.98258819,1.693622589,1.754146576,8,0.953296242,0.958634973
1258,1,37.19117192,37.30995532,1.203777313,1.180641174,8,0.97563865,0.976102492
1259,4,38.60090282,38.98304223,0.97492981,0.967597961,8,0.970027913,0.971930267
1260,1,33.54584118,33.62654503,1.589603424,1.598991394,8,0.942187367,0.943720644
1261,4,34.30895714,34.69449443,1.344898224,1.399486542,8,0.946617675,0.953102136
1262,0,36.15759413,37.31113762,1.128910065,1.394207001,8,0.960133903,0.971411306
1263,0,33.99113031,34.79780654,1.295940399,1.688743591,8,0.928136841,0.946026652
1264,1,36.16734346,36.34580762,1.151184082,1.142055511,8,0.941270208,0.94222106
1265,1,34.87290836,35.02517239,1.35118866,1.307491302,8,0.938609556,0.944186266
1266,1,34.44227119,34.5398702,1.426593781,1.425109863,8,0.950785589,0.952000823
1267,1,34.86938878,35.02367509,1.449146271,1.413230896,8,0.95271866,0.954650267
